date,waterbody,water temperature,ph,specific conductivity,dissolved oxygen conc.,dissolved oxygen sat.,turbidity,chlorophyll,phycocyanin,air temperature,barometric pressure,wind speed,no3-n,water temperature_roll3,ph_roll3,specific conductivity_roll3,dissolved oxygen conc._roll3,dissolved oxygen sat._roll3,turbidity_roll3,chlorophyll_roll3,phycocyanin_roll3,water temperature_delta1,ph_delta1,phycocyanin_delta1,target_next_day,risk_tier
2025-02-16,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7438896505340669,Watch
2025-02-17,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3829288161919746,Watch
2025-02-18,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.2605252283893273,Watch
2025-02-19,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6058915028118281,Watch
2025-02-20,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.14397548184472,Alert
2025-02-21,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6275564605882913,Watch
2025-02-22,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4734617796894622,Watch
2025-02-23,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1684640731736553,Watch
2025-02-24,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4986193117359106,Watch
2025-02-25,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.412302972470215,Alert
2025-02-26,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.241353091875248,Watch
2025-02-27,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.507487972922878,Watch
2025-02-28,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.472312368527514,Watch
2025-03-01,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8963340273013372,Watch
2025-03-02,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.925619209760981,Alert
2025-03-03,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.9981004455689104,Watch
2025-03-04,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7562320904631648,Watch
2025-03-05,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6226935321319038,Watch
2025-03-06,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.240149810037888,Watch
2025-03-07,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.733155310548677,Alert
2025-03-08,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3326195561578755,Watch
2025-03-09,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5835198508747825,Watch
2025-03-10,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.9330891151622764,Watch
2025-03-11,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.25530638515609,Watch
2025-03-12,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.144384648231469,Alert
2025-03-13,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1319674185497,Watch
2025-03-14,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6269535536204454,Watch
2025-03-15,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.008823431678927,Watch
2025-03-16,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1731624917760044,Watch
2025-03-17,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.05034486762901,Alert
2025-03-18,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7639721583452643,Watch
2025-03-19,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.297938806743452,Watch
2025-03-20,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0574535775665637,Watch
2025-03-21,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.2542158632186706,Watch
2025-03-22,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.997495949338557,Alert
2025-03-23,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.300710066786654,Watch
2025-03-24,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.9072404944675359,Watch
2025-03-25,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.220644466646853,Watch
2025-03-26,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.308549164707476,Watch
2025-03-27,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.80486529642297,Alert
2025-03-28,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5722008408114048,Watch
2025-03-29,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.843473000097788,Watch
2025-03-30,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.292210719492733,Watch
2025-03-31,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.2494970674674923,Watch
2025-04-01,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.397527336810413,Alert
2025-04-02,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.9549380496310598,Watch
2025-04-03,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.91708228478671,Watch
2025-04-04,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.942819592485649,Watch
2025-04-05,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.160098050703635,Watch
2025-04-06,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.28277072464956,Alert
2025-04-07,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5752771058579338,Watch
2025-04-08,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4551400148848463,Watch
2025-04-09,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.473517640203816,Watch
2025-04-10,Lake Oswego,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4558078795724043,Watch
2025-01-01,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.407546357772702,Alert
2025-01-02,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5592987348550453,Watch
2025-01-03,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1553044007313202,Watch
2025-01-04,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.072661910454465,Watch
2025-01-05,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3923253755937246,Watch
2025-01-06,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.692234994689567,Alert
2025-01-07,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3175009509647886,Watch
2025-01-08,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7266417812738752,Watch
2025-01-09,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.952529807356201,Watch
2025-01-10,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1865610192675473,Watch
2025-01-11,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.899650876263564,Alert
2025-01-12,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8165011524669152,Watch
